election_type,province_number,province,district,subdistrict,เขต_ผู้มาใช้สิทธิ์,เขต_ผู้มีสิทธิ์,party,votes
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,363,460,พลังสหกรณ์,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,388,509,พลังสหกรณ์,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,410,537,พลังสหกรณ์,0
สส เขต,7,เชียงใหม่,,,800,800,พลังสหกรณ์,0
สส เขต,7,เชียงใหม่,,,799,800,พลังสหกรณ์,0
สส เขต,7,เชียงใหม่,,,800,800,พลังสหกรณ์,0
สส เขต,7,เชียงใหม่,,,800,800,พลังสหกรณ์,0
สส เขต,7,เชียงใหม่,,,800,800,พลังสหกรณ์,0
สส เขต,7,เชียงใหม่,,,800,800,พลังสหกรณ์,0
สส เขต,7,เชียงใหม่,,,800,800,พลังสหกรณ์,0
สส เขต,7,เชียงใหม่,,,482,482,พลังสหกรณ์,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,307,385,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,451,544,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,521,636,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,631,841,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,258,335,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,593,776,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,500,616,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,414,536,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,719,935,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,542,756,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,363,467,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,190,234,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,390,482,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,671,996,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,370,470,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,484,640,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,142,177,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,559,862,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,318,418,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,229,303,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,274,354,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,717,971,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,403,520,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,310,399,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,489,616,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,189,221,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,487,676,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,315,406,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,338,400,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,493,646,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,278,342,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,320,416,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,501,733,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,430,609,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,624,933,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,640,917,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,723,1070,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,473,6636,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,344,464,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,234,462,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,264,360,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,624,862,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,625,907,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,389,499,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,549,724,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,191,285,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,453,610,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,359,483,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,371,463,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,318,448,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,458,608,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,425,576,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,414,582,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,608,793,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,555,706,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,501,631,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,169,226,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,265,469,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,391,498,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,419,541,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,421,542,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,335,425,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,337,444,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,287,373,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,543,687,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,358,479,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,628,763,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,367,494,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,419,546,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,278,339,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,469,586,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,295,370,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,523,683,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,472,682,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,403,482,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,441,580,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,215,251,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,265,321,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,444,710,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,213,287,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,584,728,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,242,329,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,350,512,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,563,722,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,636,1089,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,500,610,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,167,207,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,522,692,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,297,386,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,209,630,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,360,414,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,328,393,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,346,763,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,265,315,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,268,331,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,310,406,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,507,674,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,298,372,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,508,639,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,380,880,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,292,531,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,405,694,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,499,681,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,435,562,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,386,532,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,614,846,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,617,7999,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,396,530,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,295,373,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,264,347,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,367,488,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,308,382,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,308,365,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,284,377,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,407,593,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,469,579,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,725,1000,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,479,623,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,301,403,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,330,433,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,607,824,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,101,118,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,214,275,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,327,413,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,502,794,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,269,356,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,348,415,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,462,610,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,324,418,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,448,647,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,81,139,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,500,741,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,332,527,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,523,953,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,516,982,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,252,418,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,650,889,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,458,640,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,461,742,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,199,305,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,495,718,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,505,933,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,525,804,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,197,284,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,467,692,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,125,199,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,264,382,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,518,727,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,504,867,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,364,497,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,283,404,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,254,353,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,520,674,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,339,454,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,287,382,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,647,837,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,274,328,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,161,206,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,303,396,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,141,170,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,129,168,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,195,253,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,151,196,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,169,239,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,195,378,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,226,394,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,290,408,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,274,396,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,308,448,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,188,235,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,195,291,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,151,196,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,434,567,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,215,242,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,211,288,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,216,271,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,318,416,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,317,442,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,340,429,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,379,520,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,539,740,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,171,226,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,310,412,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,170,230,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,287,404,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,462,522,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,212,287,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,270,361,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,406,530,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,222,288,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,520,782,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,262,355,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,412,577,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,302,421,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,336,445,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,418,556,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,327,441,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,194,275,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,387,501,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,557,763,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,418,519,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,527,752,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,656,901,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,131,167,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,255,375,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,520,726,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,428,537,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,163,202,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,244,307,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,370,463,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,638,926,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,283,397,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,285,345,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,433,560,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,383,458,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,226,342,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,414,540,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,698,926,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,236,292,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,346,436,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,153,199,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,427,565,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,262,363,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,210,250,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,238,328,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,316,438,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,250,368,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,256,373,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,287,374,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,257,300,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,467,612,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,460,697,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,201,258,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,333,555,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,233,335,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,473,592,พลังสังคม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,120,167,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,743,1004,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,692,1011,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,752,1018,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,578,749,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,242,333,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,379,479,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,517,674,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,411,608,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,135,186,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,529,657,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,469,605,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,470,578,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,730,968,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,535,684,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,447,554,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,363,460,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,388,509,พลังสังคม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,410,537,พลังสังคม,0
สส เขต,7,เชียงใหม่,,,800,800,พลังสังคม,0
สส เขต,7,เชียงใหม่,,,799,800,พลังสังคม,0
สส เขต,7,เชียงใหม่,,,800,800,พลังสังคม,0
สส เขต,7,เชียงใหม่,,,800,800,พลังสังคม,0
สส เขต,7,เชียงใหม่,,,800,800,พลังสังคม,0
สส เขต,7,เชียงใหม่,,,800,800,พลังสังคม,0
สส เขต,7,เชียงใหม่,,,800,800,พลังสังคม,0
สส เขต,7,เชียงใหม่,,,482,482,พลังสังคม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,307,385,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,451,544,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,521,636,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,631,841,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,258,335,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,593,776,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,500,616,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,414,536,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,719,935,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,542,756,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,363,467,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,190,234,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,390,482,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,671,996,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,370,470,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,484,640,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,142,177,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,559,862,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,318,418,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,229,303,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,274,354,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,717,971,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,403,520,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,310,399,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,489,616,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,189,221,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,487,676,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,315,406,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,338,400,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,493,646,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,278,342,พลังสังคมใหม่,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,320,416,พลังสังคมใหม่,0
