รหัสจังหวัด,จังหวัด,เขต,อำเภอ,ตำบล,หมู่,หมายเลขหน่วยเลือกตั้ง,หมายเลขผู้สมัคร,ชื่อผู้สมัคร,ชื่อพรรค,คะแนน
50,เชียงใหม่,7,ฝาง,เวียง,17,19,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,5
50,เชียงใหม่,7,ฝาง,เวียง,17,19,4,นายสันติ ตันสุหัช,ก้าวอิสระ,3
50,เชียงใหม่,7,ฝาง,เวียง,17,19,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,192
50,เชียงใหม่,7,ฝาง,เวียง,17,19,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,59
50,เชียงใหม่,7,ฝาง,เวียง,17,19,7,นายไกร ดาบธรรม,พลังประชารัฐ,18
50,เชียงใหม่,7,ฝาง,เวียง,17,19,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,6
50,เชียงใหม่,7,ฝาง,เวียง,17,19,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,6
50,เชียงใหม่,7,ฝาง,เวียง,18,20,1,นายอดุลย์ บุญใส,ภูมิใจไทย,10
50,เชียงใหม่,7,ฝาง,เวียง,18,20,2,นายสมดุลย์ อุตเจริญ,ประชาชน,69
50,เชียงใหม่,7,ฝาง,เวียง,18,20,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,2
50,เชียงใหม่,7,ฝาง,เวียง,18,20,4,นายสันติ ตันสุหัช,ก้าวอิสระ,3
50,เชียงใหม่,7,ฝาง,เวียง,18,20,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,141
50,เชียงใหม่,7,ฝาง,เวียง,18,20,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,48
50,เชียงใหม่,7,ฝาง,เวียง,18,20,7,นายไกร ดาบธรรม,พลังประชารัฐ,31
50,เชียงใหม่,7,ฝาง,เวียง,18,20,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,3
50,เชียงใหม่,7,ฝาง,เวียง,18,20,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,2
50,เชียงใหม่,7,ฝาง,เวียง,19,21,1,นายอดุลย์ บุญใส,ภูมิใจไทย,13
50,เชียงใหม่,7,ฝาง,เวียง,19,21,2,นายสมดุลย์ อุตเจริญ,ประชาชน,51
50,เชียงใหม่,7,ฝาง,เวียง,19,21,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,2
50,เชียงใหม่,7,ฝาง,เวียง,19,21,4,นายสันติ ตันสุหัช,ก้าวอิสระ,4
50,เชียงใหม่,7,ฝาง,เวียง,19,21,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,201
50,เชียงใหม่,7,ฝาง,เวียง,19,21,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,30
50,เชียงใหม่,7,ฝาง,เวียง,19,21,7,นายไกร ดาบธรรม,พลังประชารัฐ,24
50,เชียงใหม่,7,ฝาง,เวียง,19,21,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,0
50,เชียงใหม่,7,ฝาง,เวียง,19,21,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,1
50,เชียงใหม่,7,ฝาง,เวียง,20,22,1,นายอดุลย์ บุญใส,ภูมิใจไทย,25
50,เชียงใหม่,7,ฝาง,เวียง,20,22,2,นายสมดุลย์ อุตเจริญ,ประชาชน,102
50,เชียงใหม่,7,ฝาง,เวียง,20,22,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,0
50,เชียงใหม่,7,ฝาง,เวียง,20,22,4,นายสันติ ตันสุหัช,ก้าวอิสระ,2
50,เชียงใหม่,7,ฝาง,เวียง,20,22,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,120
50,เชียงใหม่,7,ฝาง,เวียง,20,22,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,75
50,เชียงใหม่,7,ฝาง,เวียง,20,22,7,นายไกร ดาบธรรม,พลังประชารัฐ,75
50,เชียงใหม่,7,ฝาง,เวียง,20,22,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,9
50,เชียงใหม่,7,ฝาง,เวียง,20,22,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,4
50,เชียงใหม่,7,ฝาง,สันทราย,1,1,1,นายอดุลย์ บุญใส,ภูมิใจไทย,15
50,เชียงใหม่,7,ฝาง,สันทราย,1,1,2,นายสมดุลย์ อุตเจริญ,ประชาชน,75
50,เชียงใหม่,7,ฝาง,สันทราย,1,1,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1
50,เชียงใหม่,7,ฝาง,สันทราย,1,1,4,นายสันติ ตันสุหัช,ก้าวอิสระ,2
50,เชียงใหม่,7,ฝาง,สันทราย,1,1,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,135
50,เชียงใหม่,7,ฝาง,สันทราย,1,1,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,79
50,เชียงใหม่,7,ฝาง,สันทราย,1,1,7,นายไกร ดาบธรรม,พลังประชารัฐ,29
50,เชียงใหม่,7,ฝาง,สันทราย,1,1,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,5
50,เชียงใหม่,7,ฝาง,สันทราย,1,1,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,8
50,เชียงใหม่,7,ฝาง,สันทราย,2,2,1,นายอดุลย์ บุญใส,ภูมิใจไทย,9
50,เชียงใหม่,7,ฝาง,สันทราย,2,2,2,นายสมดุลย์ อุตเจริญ,ประชาชน,52
50,เชียงใหม่,7,ฝาง,สันทราย,2,2,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,4
50,เชียงใหม่,7,ฝาง,สันทราย,2,2,4,นายสันติ ตันสุหัช,ก้าวอิสระ,4
50,เชียงใหม่,7,ฝาง,สันทราย,2,2,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,93
50,เชียงใหม่,7,ฝาง,สันทราย,2,2,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,38
50,เชียงใหม่,7,ฝาง,สันทราย,2,2,7,นายไกร ดาบธรรม,พลังประชารัฐ,48
50,เชียงใหม่,7,ฝาง,สันทราย,2,2,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,4
50,เชียงใหม่,7,ฝาง,สันทราย,2,2,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,2
50,เชียงใหม่,7,ฝาง,สันทราย,3,3,1,นายอดุลย์ บุญใส,ภูมิใจไทย,29
50,เชียงใหม่,7,ฝาง,สันทราย,3,3,2,นายสมดุลย์ อุตเจริญ,ประชาชน,67
50,เชียงใหม่,7,ฝาง,สันทราย,3,3,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,4
50,เชียงใหม่,7,ฝาง,สันทราย,3,3,4,นายสันติ ตันสุหัช,ก้าวอิสระ,1
50,เชียงใหม่,7,ฝาง,สันทราย,3,3,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,166
50,เชียงใหม่,7,ฝาง,สันทราย,3,3,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,75
50,เชียงใหม่,7,ฝาง,สันทราย,3,3,7,นายไกร ดาบธรรม,พลังประชารัฐ,48
50,เชียงใหม่,7,ฝาง,สันทราย,3,3,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,4
50,เชียงใหม่,7,ฝาง,สันทราย,3,3,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,2
50,เชียงใหม่,7,ฝาง,สันทราย,4,4,1,นายอดุลย์ บุญใส,ภูมิใจไทย,15
50,เชียงใหม่,7,ฝาง,สันทราย,4,4,2,นายสมดุลย์ อุตเจริญ,ประชาชน,85
50,เชียงใหม่,7,ฝาง,สันทราย,4,4,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1
50,เชียงใหม่,7,ฝาง,สันทราย,4,4,4,นายสันติ ตันสุหัช,ก้าวอิสระ,8
50,เชียงใหม่,7,ฝาง,สันทราย,4,4,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,212
50,เชียงใหม่,7,ฝาง,สันทราย,4,4,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,45
50,เชียงใหม่,7,ฝาง,สันทราย,4,4,7,นายไกร ดาบธรรม,พลังประชารัฐ,70
50,เชียงใหม่,7,ฝาง,สันทราย,4,4,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,7
50,เชียงใหม่,7,ฝาง,สันทราย,4,4,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,4
50,เชียงใหม่,7,ฝาง,สันทราย,5,5,1,นายอดุลย์ บุญใส,ภูมิใจไทย,10
50,เชียงใหม่,7,ฝาง,สันทราย,5,5,2,นายสมดุลย์ อุตเจริญ,ประชาชน,43
50,เชียงใหม่,7,ฝาง,สันทราย,5,5,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,0
50,เชียงใหม่,7,ฝาง,สันทราย,5,5,4,นายสันติ ตันสุหัช,ก้าวอิสระ,2
50,เชียงใหม่,7,ฝาง,สันทราย,5,5,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,148
50,เชียงใหม่,7,ฝาง,สันทราย,5,5,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,56
50,เชียงใหม่,7,ฝาง,สันทราย,5,5,7,นายไกร ดาบธรรม,พลังประชารัฐ,17
50,เชียงใหม่,7,ฝาง,สันทราย,5,5,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,1
50,เชียงใหม่,7,ฝาง,สันทราย,5,5,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,7
50,เชียงใหม่,7,ฝาง,สันทราย,5,6,1,นายอดุลย์ บุญใส,ภูมิใจไทย,8
50,เชียงใหม่,7,ฝาง,สันทราย,5,6,2,นายสมดุลย์ อุตเจริญ,ประชาชน,51
50,เชียงใหม่,7,ฝาง,สันทราย,5,6,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,4
50,เชียงใหม่,7,ฝาง,สันทราย,5,6,4,นายสันติ ตันสุหัช,ก้าวอิสระ,0
50,เชียงใหม่,7,ฝาง,สันทราย,5,6,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,133
50,เชียงใหม่,7,ฝาง,สันทราย,5,6,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,32
50,เชียงใหม่,7,ฝาง,สันทราย,5,6,7,นายไกร ดาบธรรม,พลังประชารัฐ,24
50,เชียงใหม่,7,ฝาง,สันทราย,5,6,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,8
50,เชียงใหม่,7,ฝาง,สันทราย,5,6,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,2
50,เชียงใหม่,7,ฝาง,สันทราย,6,7,1,นายอดุลย์ บุญใส,ภูมิใจไทย,24
50,เชียงใหม่,7,ฝาง,สันทราย,6,7,2,นายสมดุลย์ อุตเจริญ,ประชาชน,40
50,เชียงใหม่,7,ฝาง,สันทราย,6,7,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1
50,เชียงใหม่,7,ฝาง,สันทราย,6,7,4,นายสันติ ตันสุหัช,ก้าวอิสระ,0
50,เชียงใหม่,7,ฝาง,สันทราย,6,7,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,98
50,เชียงใหม่,7,ฝาง,สันทราย,6,7,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,32
50,เชียงใหม่,7,ฝาง,สันทราย,6,7,7,นายไกร ดาบธรรม,พลังประชารัฐ,28
50,เชียงใหม่,7,ฝาง,สันทราย,6,7,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,7
50,เชียงใหม่,7,ฝาง,สันทราย,6,7,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,3
50,เชียงใหม่,7,ฝาง,สันทราย,7,8,1,นายอดุลย์ บุญใส,ภูมิใจไทย,66
50,เชียงใหม่,7,ฝาง,สันทราย,7,8,2,นายสมดุลย์ อุตเจริญ,ประชาชน,106
50,เชียงใหม่,7,ฝาง,สันทราย,7,8,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,6
50,เชียงใหม่,7,ฝาง,สันทราย,7,8,4,นายสันติ ตันสุหัช,ก้าวอิสระ,6
50,เชียงใหม่,7,ฝาง,สันทราย,7,8,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,129
50,เชียงใหม่,7,ฝาง,สันทราย,7,8,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,131
50,เชียงใหม่,7,ฝาง,สันทราย,7,8,7,นายไกร ดาบธรรม,พลังประชารัฐ,45
50,เชียงใหม่,7,ฝาง,สันทราย,7,8,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,6
50,เชียงใหม่,7,ฝาง,สันทราย,7,8,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,12
50,เชียงใหม่,7,ฝาง,สันทราย,8,9,1,นายอดุลย์ บุญใส,ภูมิใจไทย,34
50,เชียงใหม่,7,ฝาง,สันทราย,8,9,2,นายสมดุลย์ อุตเจริญ,ประชาชน,72
50,เชียงใหม่,7,ฝาง,สันทราย,8,9,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,2
50,เชียงใหม่,7,ฝาง,สันทราย,8,9,4,นายสันติ ตันสุหัช,ก้าวอิสระ,1
50,เชียงใหม่,7,ฝาง,สันทราย,8,9,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,264
50,เชียงใหม่,7,ฝาง,สันทราย,8,9,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,44
50,เชียงใหม่,7,ฝาง,สันทราย,8,9,7,นายไกร ดาบธรรม,พลังประชารัฐ,35
50,เชียงใหม่,7,ฝาง,สันทราย,8,9,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,5
50,เชียงใหม่,7,ฝาง,สันทราย,8,9,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,5
50,เชียงใหม่,7,ฝาง,สันทราย,9,10,1,นายอดุลย์ บุญใส,ภูมิใจไทย,24
50,เชียงใหม่,7,ฝาง,สันทราย,9,10,2,นายสมดุลย์ อุตเจริญ,ประชาชน,56
50,เชียงใหม่,7,ฝาง,สันทราย,9,10,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1
50,เชียงใหม่,7,ฝาง,สันทราย,9,10,4,นายสันติ ตันสุหัช,ก้าวอิสระ,4
50,เชียงใหม่,7,ฝาง,สันทราย,9,10,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,91
50,เชียงใหม่,7,ฝาง,สันทราย,9,10,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,69
50,เชียงใหม่,7,ฝาง,สันทราย,9,10,7,นายไกร ดาบธรรม,พลังประชารัฐ,21
50,เชียงใหม่,7,ฝาง,สันทราย,9,10,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,1
50,เชียงใหม่,7,ฝาง,สันทราย,9,10,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,7
50,เชียงใหม่,7,ฝาง,สันทราย,10,11,1,นายอดุลย์ บุญใส,ภูมิใจไทย,20
50,เชียงใหม่,7,ฝาง,สันทราย,10,11,2,นายสมดุลย์ อุตเจริญ,ประชาชน,48
50,เชียงใหม่,7,ฝาง,สันทราย,10,11,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,4
50,เชียงใหม่,7,ฝาง,สันทราย,10,11,4,นายสันติ ตันสุหัช,ก้าวอิสระ,2
50,เชียงใหม่,7,ฝาง,สันทราย,10,11,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,91
50,เชียงใหม่,7,ฝาง,สันทราย,10,11,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,55
50,เชียงใหม่,7,ฝาง,สันทราย,10,11,7,นายไกร ดาบธรรม,พลังประชารัฐ,51
50,เชียงใหม่,7,ฝาง,สันทราย,10,11,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,6
50,เชียงใหม่,7,ฝาง,สันทราย,10,11,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,2
50,เชียงใหม่,7,ฝาง,สันทราย,11,12,1,นายอดุลย์ บุญใส,ภูมิใจไทย,34
50,เชียงใหม่,7,ฝาง,สันทราย,11,12,2,นายสมดุลย์ อุตเจริญ,ประชาชน,71
50,เชียงใหม่,7,ฝาง,สันทราย,11,12,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1
50,เชียงใหม่,7,ฝาง,สันทราย,11,12,4,นายสันติ ตันสุหัช,ก้าวอิสระ,2
50,เชียงใหม่,7,ฝาง,สันทราย,11,12,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,225
50,เชียงใหม่,7,ฝาง,สันทราย,11,12,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,69
50,เชียงใหม่,7,ฝาง,สันทราย,11,12,7,นายไกร ดาบธรรม,พลังประชารัฐ,16
50,เชียงใหม่,7,ฝาง,สันทราย,11,12,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,2
50,เชียงใหม่,7,ฝาง,สันทราย,11,12,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,6
50,เชียงใหม่,7,ฝาง,สันทราย,12,13,1,นายอดุลย์ บุญใส,ภูมิใจไทย,2
50,เชียงใหม่,7,ฝาง,สันทราย,12,13,2,นายสมดุลย์ อุตเจริญ,ประชาชน,18
50,เชียงใหม่,7,ฝาง,สันทราย,12,13,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,0
50,เชียงใหม่,7,ฝาง,สันทราย,12,13,4,นายสันติ ตันสุหัช,ก้าวอิสระ,1
50,เชียงใหม่,7,ฝาง,สันทราย,12,13,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,68
50,เชียงใหม่,7,ฝาง,สันทราย,12,13,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,30
50,เชียงใหม่,7,ฝาง,สันทราย,12,13,7,นายไกร ดาบธรรม,พลังประชารัฐ,23
50,เชียงใหม่,7,ฝาง,สันทราย,12,13,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,1
50,เชียงใหม่,7,ฝาง,สันทราย,12,13,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,3
50,เชียงใหม่,7,ฝาง,สันทราย,13,14,1,นายอดุลย์ บุญใส,ภูมิใจไทย,29
50,เชียงใหม่,7,ฝาง,สันทราย,13,14,2,นายสมดุลย์ อุตเจริญ,ประชาชน,71
50,เชียงใหม่,7,ฝาง,สันทราย,13,14,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,2
50,เชียงใหม่,7,ฝาง,สันทราย,13,14,4,นายสันติ ตันสุหัช,ก้าวอิสระ,3
50,เชียงใหม่,7,ฝาง,สันทราย,13,14,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,127
50,เชียงใหม่,7,ฝาง,สันทราย,13,14,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,89
50,เชียงใหม่,7,ฝาง,สันทราย,13,14,7,นายไกร ดาบธรรม,พลังประชารัฐ,55
50,เชียงใหม่,7,ฝาง,สันทราย,13,14,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,4
50,เชียงใหม่,7,ฝาง,สันทราย,13,14,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,9
50,เชียงใหม่,7,ฝาง,สันทราย,14,15,1,นายอดุลย์ บุญใส,ภูมิใจไทย,18
50,เชียงใหม่,7,ฝาง,สันทราย,14,15,2,นายสมดุลย์ อุตเจริญ,ประชาชน,41
50,เชียงใหม่,7,ฝาง,สันทราย,14,15,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1
50,เชียงใหม่,7,ฝาง,สันทราย,14,15,4,นายสันติ ตันสุหัช,ก้าวอิสระ,1
50,เชียงใหม่,7,ฝาง,สันทราย,14,15,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,157
50,เชียงใหม่,7,ฝาง,สันทราย,14,15,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,27
50,เชียงใหม่,7,ฝาง,สันทราย,14,15,7,นายไกร ดาบธรรม,พลังประชารัฐ,21
50,เชียงใหม่,7,ฝาง,สันทราย,14,15,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,2
50,เชียงใหม่,7,ฝาง,สันทราย,14,15,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,3
50,เชียงใหม่,7,ฝาง,สันทราย,15,16,1,นายอดุลย์ บุญใส,ภูมิใจไทย,78
50,เชียงใหม่,7,ฝาง,สันทราย,15,16,2,นายสมดุลย์ อุตเจริญ,ประชาชน,67
50,เชียงใหม่,7,ฝาง,สันทราย,15,16,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1
50,เชียงใหม่,7,ฝาง,สันทราย,15,16,4,นายสันติ ตันสุหัช,ก้าวอิสระ,8
50,เชียงใหม่,7,ฝาง,สันทราย,15,16,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,64
50,เชียงใหม่,7,ฝาง,สันทราย,15,16,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,59
50,เชียงใหม่,7,ฝาง,สันทราย,15,16,7,นายไกร ดาบธรรม,พลังประชารัฐ,26
50,เชียงใหม่,7,ฝาง,สันทราย,15,16,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,3
50,เชียงใหม่,7,ฝาง,สันทราย,15,16,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,5
50,เชียงใหม่,7,ฝาง,สันทราย,16,17,1,นายอดุลย์ บุญใส,ภูมิใจไทย,27
50,เชียงใหม่,7,ฝาง,สันทราย,16,17,2,นายสมดุลย์ อุตเจริญ,ประชาชน,62
50,เชียงใหม่,7,ฝาง,สันทราย,16,17,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,0
50,เชียงใหม่,7,ฝาง,สันทราย,16,17,4,นายสันติ ตันสุหัช,ก้าวอิสระ,6
50,เชียงใหม่,7,ฝาง,สันทราย,16,17,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,188
50,เชียงใหม่,7,ฝาง,สันทราย,16,17,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,68
50,เชียงใหม่,7,ฝาง,สันทราย,16,17,7,นายไกร ดาบธรรม,พลังประชารัฐ,56
50,เชียงใหม่,7,ฝาง,สันทราย,16,17,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,2
50,เชียงใหม่,7,ฝาง,สันทราย,16,17,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,4
50,เชียงใหม่,7,ฝาง,สันทราย,17,18,1,นายอดุลย์ บุญใส,ภูมิใจไทย,27
50,เชียงใหม่,7,ฝาง,สันทราย,17,18,2,นายสมดุลย์ อุตเจริญ,ประชาชน,47
50,เชียงใหม่,7,ฝาง,สันทราย,17,18,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,4
50,เชียงใหม่,7,ฝาง,สันทราย,17,18,4,นายสันติ ตันสุหัช,ก้าวอิสระ,7
50,เชียงใหม่,7,ฝาง,สันทราย,17,18,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,79
50,เชียงใหม่,7,ฝาง,สันทราย,17,18,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,54
50,เชียงใหม่,7,ฝาง,สันทราย,17,18,7,นายไกร ดาบธรรม,พลังประชารัฐ,17
50,เชียงใหม่,7,ฝาง,สันทราย,17,18,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,7
50,เชียงใหม่,7,ฝาง,สันทราย,17,18,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,4
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,1,1,1,นายอดุลย์ บุญใส,ภูมิใจไทย,12
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,1,1,2,นายสมดุลย์ อุตเจริญ,ประชาชน,84
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,1,1,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,4
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,1,1,4,นายสันติ ตันสุหัช,ก้าวอิสระ,6
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,1,1,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,117
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,1,1,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,83
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,1,1,7,นายไกร ดาบธรรม,พลังประชารัฐ,18
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,1,1,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,1
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,1,1,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,8
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,2,1,นายอดุลย์ บุญใส,ภูมิใจไทย,12
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,2,2,นายสมดุลย์ อุตเจริญ,ประชาชน,78
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,2,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,10
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,2,4,นายสันติ ตันสุหัช,ก้าวอิสระ,21
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,2,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,190
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,2,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,25
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,2,7,นายไกร ดาบธรรม,พลังประชารัฐ,26
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,2,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,4
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,2,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,4
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,3,1,นายอดุลย์ บุญใส,ภูมิใจไทย,15
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,3,2,นายสมดุลย์ อุตเจริญ,ประชาชน,73
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,3,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,7
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,3,4,นายสันติ ตันสุหัช,ก้าวอิสระ,19
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,3,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,165
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,3,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,35
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,3,7,นายไกร ดาบธรรม,พลังประชารัฐ,42
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,3,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,3
50,เชียงใหม่,7,ฝาง,บ้านแม่ข่า,5,3,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,3
50,เชียงใหม่,7,ฝาง,เวียงฝาง,2,1,1,นายอดุลย์ บุญใส,ภูมิใจไทย,11
